_id,type,level,miliseconds,action
3389,4,87,1.58E+12,Fwd
3390,5,48,1.58E+12,No
3391,4,88,1.58E+12,Fwd
3392,5,56,1.58E+12,No
3393,4,93,1.58E+12,Fwd
3394,5,61,1.58E+12,Left
3395,4,81,1.58E+12,Fwd
3396,5,70,1.58E+12,Left
3397,4,77,1.58E+12,Fwd
3398,5,61,1.58E+12,Left
3399,4,77,1.58E+12,Fwd
3400,5,47,1.58E+12,No
3401,4,80,1.58E+12,Fwd
3402,5,40,1.58E+12,No
3403,4,87,1.58E+12,Fwd
3404,5,35,1.58E+12,No
3405,4,77,1.58E+12,Fwd
3406,5,43,1.58E+12,No
3407,4,75,1.58E+12,Fwd
3408,5,54,1.58E+12,No
3409,22,39,1.58E+12,No
3410,4,47,1.58E+12,No
3411,5,57,1.58E+12,No
3412,4,38,1.58E+12,No
3413,5,60,1.58E+12,Left
3414,4,50,1.58E+12,No
3415,5,63,1.58E+12,Left
3416,4,50,1.58E+12,No
3417,5,61,1.58E+12,Left
3418,4,54,1.58E+12,No
3419,5,50,1.58E+12,No
3420,4,47,1.58E+12,No
3421,5,44,1.58E+12,No
3422,4,37,1.58E+12,No
3423,5,41,1.58E+12,No
3424,4,37,1.58E+12,No
3425,5,40,1.58E+12,No
3426,4,51,1.58E+12,No
3427,5,51,1.58E+12,No
3428,4,56,1.58E+12,No
3429,5,63,1.58E+12,Left
3430,22,40,1.58E+12,No
3431,4,51,1.58E+12,No
3432,5,54,1.58E+12,No
3433,4,44,1.58E+12,No
3434,5,50,1.58E+12,No
3435,22,105,1.58E+12,Stop
3436,22,44,1.58E+12,No
3437,4,38,1.58E+12,No
3438,5,50,1.58E+12,No
3439,4,38,1.58E+12,No
3440,5,50,1.58E+12,No
3441,4,34,1.58E+12,No
3442,5,43,1.58E+12,No
3443,4,34,1.58E+12,No
3444,5,43,1.58E+12,No
3445,22,38,1.58E+12,No
3446,4,34,1.58E+12,No
3447,5,35,1.58E+12,No
3448,22,50,1.58E+12,No
3449,22,41,1.58E+12,No
3450,4,23,1.58E+12,No
3451,5,30,1.58E+12,No
3452,4,23,1.58E+12,No
3453,5,30,1.58E+12,No
3454,4,23,1.58E+12,No
3455,5,30,1.58E+12,No
3456,4,21,1.58E+12,No
3457,5,38,1.58E+12,No
3458,22,40,1.58E+12,No
3459,22,36,1.58E+12,No
3460,22,39,1.58E+12,No
3461,4,16,1.58E+12,No
3462,5,47,1.58E+12,No
3463,22,42,1.58E+12,No
3464,22,41,1.58E+12,No
3465,4,8,1.58E+12,No
3466,5,63,1.58E+12,Left
3467,22,39,1.58E+12,No
3468,4,17,1.58E+12,No
3469,5,67,1.58E+12,Left
3470,22,46,1.58E+12,No
3471,22,42,1.58E+12,No
3472,22,56,1.58E+12,No
3473,4,20,1.58E+12,No
3474,5,66,1.58E+12,Left
3475,22,38,1.58E+12,No
3476,22,38,1.58E+12,No
3477,4,23,1.58E+12,No
3478,5,57,1.58E+12,No
3479,4,40,1.58E+12,No
3480,5,53,1.58E+12,No
3481,4,41,1.58E+12,No
3482,5,48,1.58E+12,No
3483,4,40,1.58E+12,No
3484,5,47,1.58E+12,No
3485,4,38,1.58E+12,No
3486,5,48,1.58E+12,No
3487,4,30,1.58E+12,No
3488,5,48,1.58E+12,No
3489,22,44,1.58E+12,No
3490,4,23,1.58E+12,No
3491,5,38,1.58E+12,No
3492,4,24,1.58E+12,No
3493,5,38,1.58E+12,No
3494,22,40,1.58E+12,No
3495,4,30,1.58E+12,No
3496,5,35,1.58E+12,No
3497,4,35,1.58E+12,No
3498,5,34,1.58E+12,No
3499,4,38,1.58E+12,No
3500,5,41,1.58E+12,No
3501,4,48,1.58E+12,No
3502,5,35,1.58E+12,No
3503,4,56,1.58E+12,No
3504,5,35,1.58E+12,No
3505,4,61,1.58E+12,Fwd
3506,5,38,1.58E+12,No
3507,22,42,1.58E+12,No
3508,4,69,1.58E+12,Fwd
3509,5,41,1.58E+12,No
3510,4,66,1.58E+12,Fwd
3511,5,48,1.58E+12,No
3512,4,64,1.58E+12,Fwd
3513,5,48,1.58E+12,No
3514,4,60,1.58E+12,Fwd
3515,5,50,1.58E+12,No
3516,4,69,1.58E+12,Fwd
3517,5,61,1.58E+12,Left
3518,4,69,1.58E+12,Fwd
3519,5,64,1.58E+12,Left
3520,4,63,1.58E+12,Fwd
3521,5,70,1.58E+12,Left
3522,4,70,1.58E+12,Fwd
3523,5,80,1.58E+12,Left
3524,4,66,1.58E+12,Fwd
3525,5,78,1.58E+12,Left
3526,22,34,1.58E+12,No
3527,4,61,1.58E+12,Fwd
3528,5,74,1.58E+12,Left
3529,4,51,1.58E+12,No
3530,5,64,1.58E+12,Left
3531,22,40,1.58E+12,No
3532,22,50,1.58E+12,No
3533,4,29,1.58E+12,No
3534,5,61,1.58E+12,Left
3535,22,53,1.58E+12,No
3536,22,45,1.58E+12,No
3537,4,16,1.58E+12,No
3538,5,41,1.58E+12,No
3539,22,56,1.58E+12,No
3540,22,37,1.58E+12,No
3541,4,1,1.58E+12,No
3542,5,34,1.58E+12,No
3543,22,51,1.58E+12,No
3544,4,7,1.58E+12,No
3545,5,37,1.58E+12,No
3546,4,20,1.58E+12,No
3547,5,48,1.58E+12,No
3548,4,26,1.58E+12,No
3549,5,66,1.58E+12,Left
3550,4,34,1.58E+12,No
3551,5,61,1.58E+12,Left
3552,4,38,1.58E+12,No
3553,5,69,1.58E+12,Left
3554,4,41,1.58E+12,No
3555,5,54,1.58E+12,No
3556,4,41,1.58E+12,No
3557,5,63,1.58E+12,Left
3558,4,38,1.58E+12,No
3559,5,87,1.58E+12,Left
3560,4,37,1.58E+12,No
3561,5,88,1.58E+12,Left
3562,4,38,1.58E+12,No
3563,5,96,1.58E+12,Left
3564,4,44,1.58E+12,No
3565,5,97,1.58E+12,Left
3566,4,63,1.58E+12,Fwd
3567,5,88,1.58E+12,Left
3568,4,63,1.58E+12,Fwd
3569,5,83,1.58E+12,Left
3570,4,61,1.58E+12,Fwd
3571,5,80,1.58E+12,Left
3572,4,56,1.58E+12,No
3573,5,84,1.58E+12,Left
3574,4,53,1.58E+12,No
3575,5,78,1.58E+12,Left
3576,4,47,1.58E+12,No
3577,5,80,1.58E+12,Left
3578,4,48,1.58E+12,No
3579,5,88,1.58E+12,Left
3580,4,44,1.58E+12,No
3581,5,80,1.58E+12,Left
3582,4,50,1.58E+12,No
3583,5,83,1.58E+12,Left
3584,4,63,1.58E+12,Fwd
3585,5,80,1.58E+12,Left
3586,4,67,1.58E+12,Fwd
3587,5,61,1.58E+12,Left
3588,4,80,1.58E+12,Fwd
3589,5,50,1.58E+12,No
3590,4,75,1.58E+12,Fwd
3591,5,54,1.58E+12,No
3592,4,66,1.58E+12,Fwd
3593,5,60,1.58E+12,Left
3594,4,61,1.58E+12,Fwd
3595,5,69,1.58E+12,Left
3596,4,61,1.58E+12,Fwd
3597,5,74,1.58E+12,Left
3598,4,66,1.58E+12,Fwd
3599,5,56,1.58E+12,No
3600,4,69,1.58E+12,Fwd
3601,5,44,1.58E+12,No
3602,4,77,1.58E+12,Fwd
3603,5,40,1.58E+12,No
3604,4,74,1.58E+12,Fwd
3605,5,38,1.58E+12,No
3606,4,77,1.58E+12,Fwd
3607,5,43,1.58E+12,No
3608,4,75,1.58E+12,Fwd
3609,5,50,1.58E+12,No
3610,4,80,1.58E+12,Fwd
3611,5,50,1.58E+12,No
3612,4,74,1.58E+12,Fwd
3613,5,41,1.58E+12,No
3614,4,64,1.58E+12,Fwd
3615,5,50,1.58E+12,No
3616,4,63,1.58E+12,Fwd
3617,5,56,1.58E+12,No
3618,4,56,1.58E+12,No
3619,5,63,1.58E+12,Left
3620,4,63,1.58E+12,Fwd
3621,5,70,1.58E+12,Left
3622,4,70,1.58E+12,Fwd
3623,5,66,1.58E+12,Left
3624,4,80,1.58E+12,Fwd
3625,5,60,1.58E+12,Left
3626,4,87,1.58E+12,Fwd
3627,5,56,1.58E+12,No
3628,4,88,1.58E+12,Fwd
3629,5,53,1.58E+12,No
3630,4,87,1.58E+12,Fwd
3631,5,48,1.58E+12,No
3632,4,70,1.58E+12,Fwd
3633,5,57,1.58E+12,No
3634,4,57,1.58E+12,No
3635,5,41,1.58E+12,No
3636,4,48,1.58E+12,No
3637,5,50,1.58E+12,No
3638,4,41,1.58E+12,No
3639,5,57,1.58E+12,No
3640,4,34,1.58E+12,No
3641,5,44,1.58E+12,No
3642,22,42,1.58E+12,No
3643,4,21,1.58E+12,No
3644,5,53,1.58E+12,No
3645,4,77,1.58E+12,Fwd
3646,5,50,1.58E+12,No
3647,4,77,1.58E+12,Fwd
3648,5,50,1.58E+12,No
3649,4,77,1.58E+12,Fwd
3650,5,50,1.58E+12,No
3651,4,64,1.58E+12,Fwd
3652,5,60,1.58E+12,Left
3653,4,56,1.58E+12,No
3654,5,70,1.58E+12,Left
3655,4,56,1.58E+12,No
3656,5,70,1.58E+12,Left
3657,4,56,1.58E+12,No
3658,5,70,1.58E+12,Left
3659,4,56,1.58E+12,No
3660,5,70,1.58E+12,Left
3661,4,56,1.58E+12,No
3662,5,70,1.58E+12,Left
3663,4,56,1.58E+12,No
3664,5,70,1.58E+12,Left
3665,4,56,1.58E+12,No
3666,5,70,1.58E+12,Left
3667,4,56,1.58E+12,No
3668,5,70,1.58E+12,Left
3669,4,0,1.58E+12,No
3670,5,0,1.58E+12,No
3671,4,0,1.58E+12,No
3672,5,0,1.58E+12,No
3673,4,0,1.58E+12,No
3674,5,0,1.58E+12,No
3675,4,0,1.58E+12,No
3676,5,0,1.58E+12,No
3677,4,0,1.58E+12,No
3678,5,0,1.58E+12,No
3679,4,0,1.58E+12,No
3680,5,0,1.58E+12,No
3681,4,0,1.58E+12,No
3682,5,0,1.58E+12,No
3683,4,0,1.58E+12,No
3684,5,0,1.58E+12,No
3685,4,0,1.58E+12,No
3686,5,0,1.58E+12,No
3687,4,0,1.58E+12,No
3688,5,0,1.58E+12,No
3689,4,0,1.58E+12,No
3690,5,0,1.58E+12,No
3691,4,0,1.58E+12,No
3692,5,0,1.58E+12,No
3693,4,0,1.58E+12,No
3694,5,0,1.58E+12,No
3695,4,0,1.58E+12,No
3696,5,0,1.58E+12,No
3697,4,0,1.58E+12,No
3698,5,0,1.58E+12,No
3699,4,0,1.58E+12,No
3700,5,0,1.58E+12,No
3701,4,0,1.58E+12,No
3702,5,0,1.58E+12,No
3703,4,0,1.58E+12,No
3704,5,0,1.58E+12,No
3705,4,0,1.58E+12,No
3706,5,0,1.58E+12,No
3707,4,0,1.58E+12,No
3708,5,0,1.58E+12,No
3709,4,0,1.58E+12,No
3710,5,0,1.58E+12,No
3711,4,0,1.58E+12,No
3712,5,0,1.58E+12,No
3713,4,0,1.58E+12,No
3714,5,0,1.58E+12,No
3715,4,0,1.58E+12,No
3716,5,0,1.58E+12,No
3717,4,0,1.58E+12,No
3718,5,0,1.58E+12,No
3719,4,0,1.58E+12,No
3720,5,0,1.58E+12,No
3721,4,0,1.58E+12,No
3722,5,0,1.58E+12,No
3723,4,0,1.58E+12,No
3724,5,0,1.58E+12,No
3725,4,0,1.58E+12,No
3726,5,0,1.58E+12,No
3727,4,0,1.58E+12,No
3728,5,0,1.58E+12,No
3729,4,0,1.58E+12,No
3730,5,0,1.58E+12,No
3731,4,0,1.58E+12,No
3732,5,0,1.58E+12,No
3733,4,0,1.58E+12,No
3734,5,0,1.58E+12,No
3735,4,0,1.58E+12,No
3736,5,0,1.58E+12,No
3737,4,0,1.58E+12,No
3738,5,0,1.58E+12,No
3739,4,0,1.58E+12,No
3740,5,0,1.58E+12,No
3741,4,0,1.58E+12,No
3742,5,0,1.58E+12,No
3743,4,0,1.58E+12,No
3744,5,0,1.58E+12,No
3745,4,0,1.58E+12,No
3746,5,0,1.58E+12,No
3747,4,0,1.58E+12,No
3748,5,0,1.58E+12,No
3749,4,0,1.58E+12,No
3750,5,0,1.58E+12,No
3751,4,0,1.58E+12,No
3752,5,0,1.58E+12,No
3753,4,0,1.58E+12,No
3754,5,0,1.58E+12,No
3755,4,0,1.58E+12,No
3756,5,0,1.58E+12,No
3757,4,0,1.58E+12,No
3758,5,0,1.58E+12,No
3759,4,0,1.58E+12,No
3760,5,0,1.58E+12,No
3761,22,39,1.58E+12,No
3762,22,71,1.58E+12,Stop
3763,22,63,1.58E+12,Stop
3764,4,0,1.58E+12,No
3765,5,0,1.58E+12,No
3766,22,55,1.58E+12,No
3767,4,0,1.58E+12,No
3768,5,0,1.58E+12,No
3769,22,93,1.58E+12,Stop
3770,4,43,1.58E+12,No
3771,5,54,1.58E+12,No
3772,4,43,1.58E+12,No
3773,5,54,1.58E+12,No
3774,4,43,1.58E+12,No
3775,5,54,1.58E+12,No
3776,4,43,1.58E+12,No
3777,5,54,1.58E+12,No
3778,4,43,1.58E+12,No
3779,5,54,1.58E+12,No
3780,4,43,1.58E+12,No
3781,5,54,1.58E+12,No
3782,4,0,1.58E+12,No
3783,5,0,1.58E+12,No
3784,4,0,1.58E+12,No
3785,5,0,1.58E+12,No
3786,4,0,1.58E+12,No
3787,5,0,1.58E+12,No
3788,4,0,1.58E+12,No
3789,5,0,1.58E+12,No
3790,4,0,1.58E+12,No
3791,5,0,1.58E+12,No
3792,4,0,1.58E+12,No
3793,5,0,1.58E+12,No
3794,4,0,1.58E+12,No
3795,5,0,1.58E+12,No
3796,4,0,1.58E+12,No
3797,5,0,1.58E+12,No
3798,4,0,1.58E+12,No
3799,5,0,1.58E+12,No
3800,4,0,1.58E+12,No
3801,5,0,1.58E+12,No
3802,4,0,1.58E+12,No
3803,5,0,1.58E+12,No
3804,4,0,1.58E+12,No
3805,5,0,1.58E+12,No
3806,4,0,1.58E+12,No
3807,5,0,1.58E+12,No
3808,4,0,1.58E+12,No
3809,5,0,1.58E+12,No
3810,4,0,1.58E+12,No
3811,5,0,1.58E+12,No
3812,4,0,1.58E+12,No
3813,5,0,1.58E+12,No
3814,4,0,1.58E+12,No
3815,5,0,1.58E+12,No
3816,4,0,1.58E+12,No
3817,5,0,1.58E+12,No
3818,4,0,1.58E+12,No
3819,5,0,1.58E+12,No
3820,4,0,1.58E+12,No
3821,5,0,1.58E+12,No
3822,4,0,1.58E+12,No
3823,5,0,1.58E+12,No
3824,4,0,1.58E+12,No
3825,5,0,1.58E+12,No
3826,4,0,1.58E+12,No
3827,5,0,1.58E+12,No
3828,22,105,1.58E+12,Stop
3829,4,0,1.58E+12,No
3830,5,0,1.58E+12,No
3831,4,0,1.58E+12,No
3832,5,0,1.58E+12,No
3833,4,0,1.58E+12,No
3834,5,0,1.58E+12,No
3835,4,0,1.58E+12,No
3836,5,0,1.58E+12,No
3837,4,0,1.58E+12,No
3838,5,0,1.58E+12,No
3839,4,0,1.58E+12,No
3840,5,0,1.58E+12,No
3841,4,0,1.58E+12,No
3842,5,0,1.58E+12,No
3843,4,0,1.58E+12,No
3844,5,0,1.58E+12,No
3845,4,0,1.58E+12,No
3846,5,0,1.58E+12,No
3847,4,0,1.58E+12,No
3848,5,0,1.58E+12,No
3849,4,0,1.58E+12,No
3850,5,0,1.58E+12,No
3851,4,0,1.58E+12,No
3852,5,0,1.58E+12,No
3853,4,0,1.58E+12,No
3854,5,0,1.58E+12,No
3855,22,92,1.58E+12,Stop
3856,4,40,1.58E+12,No
3857,5,50,1.58E+12,No
3858,4,37,1.58E+12,No
3859,5,35,1.58E+12,No
3860,4,26,1.58E+12,No
3861,5,43,1.58E+12,No
3862,22,88,1.58E+12,Stop
3863,4,26,1.58E+12,No
3864,5,43,1.58E+12,No
3865,4,26,1.58E+12,No
3866,5,43,1.58E+12,No
3867,4,26,1.58E+12,No
3868,5,43,1.58E+12,No
3869,4,26,1.58E+12,No
3870,5,43,1.58E+12,No
3871,4,26,1.58E+12,No
3872,5,43,1.58E+12,No
3873,4,26,1.58E+12,No
3874,5,43,1.58E+12,No
3875,4,26,1.58E+12,No
3876,5,43,1.58E+12,No
3877,4,26,1.58E+12,No
3878,5,43,1.58E+12,No
3879,4,26,1.58E+12,No
3880,5,43,1.58E+12,No
3881,4,26,1.58E+12,No
3882,5,43,1.58E+12,No
3883,4,37,1.58E+12,No
3884,5,63,1.58E+12,Left
3885,4,20,1.58E+12,No
3886,5,67,1.58E+12,Left
3887,4,29,1.58E+12,No
3888,5,51,1.58E+12,No
3889,22,41,1.58E+12,No
3890,4,47,1.58E+12,No
3891,5,48,1.58E+12,No
3892,22,40,1.58E+12,No
3893,4,54,1.58E+12,No
3894,5,48,1.58E+12,No
3895,4,63,1.58E+12,Fwd
3896,5,48,1.58E+12,No
3897,4,63,1.58E+12,Fwd
3898,5,48,1.58E+12,No
3899,4,63,1.58E+12,Fwd
3900,5,48,1.58E+12,No
3901,4,63,1.58E+12,Fwd
3902,5,48,1.58E+12,No
3903,4,63,1.58E+12,Fwd
3904,5,48,1.58E+12,No
3905,4,63,1.58E+12,Fwd
3906,5,48,1.58E+12,No
3907,4,63,1.58E+12,Fwd
3908,5,48,1.58E+12,No
3909,4,63,1.58E+12,Fwd
3910,5,48,1.58E+12,No
3911,4,63,1.58E+12,Fwd
3912,5,48,1.58E+12,No
3913,4,63,1.58E+12,Fwd
3914,5,48,1.58E+12,No
3915,4,0,1.58E+12,No
3916,5,0,1.58E+12,No
3917,4,0,1.58E+12,No
3918,5,0,1.58E+12,No
3919,4,0,1.58E+12,No
3920,5,0,1.58E+12,No
3921,4,0,1.58E+12,No
3922,5,0,1.58E+12,No
3923,4,0,1.58E+12,No
3924,5,0,1.58E+12,No
3925,4,0,1.58E+12,No
3926,5,0,1.58E+12,No
3927,4,0,1.58E+12,No
3928,5,0,1.58E+12,No
3929,4,0,1.58E+12,No
3930,5,0,1.58E+12,No
3931,4,0,1.58E+12,No
3932,5,0,1.58E+12,No
3933,4,0,1.58E+12,No
3934,5,0,1.58E+12,No
3935,4,0,1.58E+12,No
3936,5,0,1.58E+12,No
3937,4,0,1.58E+12,No
3938,5,0,1.58E+12,No
3939,4,0,1.58E+12,No
3940,5,0,1.58E+12,No
3941,4,0,1.58E+12,No
3942,5,0,1.58E+12,No
3943,4,0,1.58E+12,No
3944,5,0,1.58E+12,No
3945,4,0,1.58E+12,No
3946,5,0,1.58E+12,No
3947,4,0,1.58E+12,No
3948,5,0,1.58E+12,No
3949,4,0,1.58E+12,No
3950,5,0,1.58E+12,No
3951,4,0,1.58E+12,No
3952,5,0,1.58E+12,No
3953,4,0,1.58E+12,No
3954,5,0,1.58E+12,No
3955,4,0,1.58E+12,No
3956,5,0,1.58E+12,No
3957,4,0,1.58E+12,No
3958,5,0,1.58E+12,No
3959,4,0,1.58E+12,No
3960,5,0,1.58E+12,No
3961,4,0,1.58E+12,No
3962,5,0,1.58E+12,No
3963,4,0,1.58E+12,No
3964,5,0,1.58E+12,No
3965,4,0,1.58E+12,No
3966,5,0,1.58E+12,No
3967,4,0,1.58E+12,No
3968,5,0,1.58E+12,No
3969,4,0,1.58E+12,No
3970,5,0,1.58E+12,No
3971,4,0,1.58E+12,No
3972,5,0,1.58E+12,No
3973,22,36,1.58E+12,No
3974,22,61,1.58E+12,Stop
3975,22,61,1.58E+12,Stop
3976,4,0,1.58E+12,No
3977,5,0,1.58E+12,No
3978,22,55,1.58E+12,No
3979,22,57,1.58E+12,No
3980,22,43,1.58E+12,No
3981,4,0,1.58E+12,No
3982,5,0,1.58E+12,No
3983,22,39,1.58E+12,No
3984,22,60,1.58E+12,Stop
3985,4,0,1.58E+12,No
3986,5,0,1.58E+12,No
3987,4,0,1.58E+12,No
3988,5,0,1.58E+12,No
3989,4,0,1.58E+12,No
3990,5,0,1.58E+12,No
3991,4,61,1.58E+12,Fwd
3992,5,61,1.58E+12,Left
3993,4,57,1.58E+12,No
3994,5,54,1.58E+12,No
3995,22,50,1.58E+12,No
3996,4,70,1.58E+12,Fwd
3997,5,56,1.58E+12,No
3998,4,70,1.58E+12,Fwd
3999,5,56,1.58E+12,No
4000,4,70,1.58E+12,Fwd
4001,5,56,1.58E+12,No
4002,4,70,1.58E+12,Fwd
4003,5,56,1.58E+12,No
4004,4,70,1.58E+12,Fwd
4005,5,56,1.58E+12,No
4006,4,70,1.58E+12,Fwd
4007,5,56,1.58E+12,No
4008,4,70,1.58E+12,Fwd
4009,5,56,1.58E+12,No
4010,4,70,1.58E+12,Fwd
4011,5,56,1.58E+12,No
4012,4,70,1.58E+12,Fwd
4013,5,56,1.58E+12,No
4014,4,70,1.58E+12,Fwd
4015,5,56,1.58E+12,No
4016,22,39,1.58E+12,No
4017,22,47,1.58E+12,No
4018,4,70,1.58E+12,Fwd
4019,5,56,1.58E+12,No
4020,22,126,1.58E+12,Stop
4021,4,60,1.58E+12,Fwd
4022,5,60,1.58E+12,Left
4023,22,45,1.58E+12,No
4024,4,83,1.58E+12,Fwd
4025,5,67,1.58E+12,Left
4026,4,88,1.58E+12,Fwd
4027,5,84,1.58E+12,Left
4028,4,74,1.58E+12,Fwd
4029,5,83,1.58E+12,Left
4030,4,74,1.58E+12,Fwd
4031,5,83,1.58E+12,Left
4032,4,74,1.58E+12,Fwd
4033,5,83,1.58E+12,Left
4034,4,74,1.58E+12,Fwd
4035,5,83,1.58E+12,Left
4036,4,74,1.58E+12,Fwd
4037,5,83,1.58E+12,Left
4038,4,74,1.58E+12,Fwd
4039,5,83,1.58E+12,Left
4040,4,74,1.58E+12,Fwd
4041,5,83,1.58E+12,Left
4042,4,0,1.58E+12,No
4043,5,0,1.58E+12,No
4044,4,0,1.58E+12,No
4045,5,0,1.58E+12,No
4046,4,0,1.58E+12,No
4047,5,0,1.58E+12,No
4048,4,0,1.58E+12,No
4049,5,0,1.58E+12,No
4050,4,0,1.58E+12,No
4051,5,0,1.58E+12,No
4052,4,0,1.58E+12,No
4053,5,0,1.58E+12,No
4054,4,0,1.58E+12,No
4055,5,0,1.58E+12,No
4056,4,0,1.58E+12,No
4057,5,0,1.58E+12,No
4058,4,0,1.58E+12,No
4059,5,0,1.58E+12,No
4060,4,0,1.58E+12,No
4061,5,0,1.58E+12,No
4062,4,0,1.58E+12,No
4063,5,0,1.58E+12,No
4064,4,0,1.58E+12,No
4065,5,0,1.58E+12,No
4066,4,0,1.58E+12,No
4067,5,0,1.58E+12,No
4068,4,0,1.58E+12,No
4069,5,0,1.58E+12,No
4070,4,0,1.58E+12,No
4071,5,0,1.58E+12,No
4072,4,0,1.58E+12,No
4073,5,0,1.58E+12,No
4074,4,0,1.58E+12,No
4075,5,0,1.58E+12,No
4076,4,0,1.58E+12,No
4077,5,0,1.58E+12,No
4078,4,0,1.58E+12,No
4079,5,0,1.58E+12,No
4080,4,0,1.58E+12,No
4081,5,0,1.58E+12,No
4082,4,0,1.58E+12,No
4083,5,0,1.58E+12,No
4084,4,0,1.58E+12,No
4085,5,0,1.58E+12,No
4086,4,0,1.58E+12,No
4087,5,0,1.58E+12,No
4088,4,0,1.58E+12,No
4089,5,0,1.58E+12,No
4090,4,0,1.58E+12,No
4091,5,0,1.58E+12,No
4092,4,0,1.58E+12,No
4093,5,0,1.58E+12,No
4094,4,0,1.58E+12,No
4095,5,0,1.58E+12,No
4096,4,0,1.58E+12,No
4097,5,0,1.58E+12,No
4098,4,0,1.58E+12,No
4099,5,0,1.58E+12,No
4100,4,0,1.58E+12,No
4101,5,0,1.58E+12,No
4102,4,0,1.58E+12,No
4103,5,0,1.58E+12,No
4104,4,0,1.58E+12,No
4105,5,0,1.58E+12,No
4106,4,0,1.58E+12,No
4107,5,0,1.58E+12,No
4108,4,0,1.58E+12,No
4109,5,0,1.58E+12,No
4110,4,0,1.58E+12,No
4111,5,0,1.58E+12,No
4112,4,0,1.58E+12,No
4113,5,0,1.58E+12,No
4114,4,0,1.58E+12,No
4115,5,0,1.58E+12,No
4116,4,0,1.58E+12,No
4117,5,0,1.58E+12,No
4118,4,0,1.58E+12,No
4119,5,0,1.58E+12,No
4120,4,0,1.58E+12,No
4121,5,0,1.58E+12,No
4122,4,0,1.58E+12,No
4123,5,0,1.58E+12,No
4124,4,0,1.58E+12,No
4125,5,0,1.58E+12,No
4126,4,0,1.58E+12,No
4127,5,0,1.58E+12,No
4128,4,0,1.58E+12,No
4129,5,0,1.58E+12,No
4130,4,0,1.58E+12,No
4131,5,0,1.58E+12,No
4132,4,0,1.58E+12,No
4133,5,0,1.58E+12,No
4134,4,0,1.58E+12,No
4135,5,0,1.58E+12,No
4136,4,0,1.58E+12,No
4137,5,0,1.58E+12,No
4138,4,0,1.58E+12,No
4139,5,0,1.58E+12,No
4140,4,0,1.58E+12,No
4141,5,0,1.58E+12,No
4142,4,0,1.58E+12,No
4143,5,0,1.58E+12,No
4144,22,37,1.58E+12,No
4145,22,57,1.58E+12,No
4146,4,0,1.58E+12,No
4147,5,0,1.58E+12,No
4148,22,56,1.58E+12,No
4149,22,40,1.58E+12,No
4150,4,50,1.58E+12,No
4151,5,53,1.58E+12,No
4152,4,61,1.58E+12,Fwd
4153,5,63,1.58E+12,Left
4154,22,75,1.58E+12,Stop
4155,4,61,1.58E+12,Fwd
4156,5,67,1.58E+12,Left
4157,4,81,1.58E+12,Fwd
4158,5,83,1.58E+12,Left
4159,22,40,1.58E+12,No
4160,22,59,1.58E+12,No
4161,22,42,1.58E+12,No
4162,4,94,1.58E+12,Fwd
4163,5,81,1.58E+12,Left
4164,4,97,1.58E+12,Fwd
4165,5,83,1.58E+12,Left
4166,4,100,1.58E+12,Fwd
4167,5,84,1.58E+12,Left
4168,4,100,1.58E+12,Fwd
4169,5,77,1.58E+12,Left
4170,4,93,1.58E+12,Fwd
4171,5,66,1.58E+12,Left
4172,22,53,1.58E+12,No
4173,4,81,1.58E+12,Fwd
4174,5,67,1.58E+12,Left
4175,4,88,1.58E+12,Fwd
4176,5,70,1.58E+12,Left
4177,4,88,1.58E+12,Fwd
4178,5,80,1.58E+12,Left
4179,4,80,1.58E+12,Fwd
4180,5,90,1.58E+12,Left
4181,4,77,1.58E+12,Fwd
4182,5,84,1.58E+12,Left
4183,4,77,1.58E+12,Fwd
4184,5,74,1.58E+12,Left
4185,4,69,1.58E+12,Fwd
4186,5,74,1.58E+12,Left
4187,22,36,1.58E+12,No
4188,4,75,1.58E+12,Fwd
4189,5,63,1.58E+12,Left
4190,22,39,1.58E+12,No
4191,4,88,1.58E+12,Fwd
4192,5,60,1.58E+12,Left
4193,4,88,1.58E+12,Fwd
4194,5,60,1.58E+12,Left
4195,4,88,1.58E+12,Fwd
4196,5,60,1.58E+12,Left
4197,4,97,1.58E+12,Fwd
4198,5,74,1.58E+12,Left
4199,22,58,1.58E+12,No
4200,4,97,1.58E+12,Fwd
4201,5,69,1.58E+12,Left
4202,22,56,1.58E+12,No
4203,22,54,1.58E+12,No
4204,22,74,1.58E+12,Stop
4205,4,96,1.58E+12,Fwd
4206,5,78,1.58E+12,Left
4207,22,61,1.58E+12,Stop
4208,22,60,1.58E+12,Stop
4209,22,39,1.58E+12,No
4210,4,100,1.58E+12,Fwd
4211,5,80,1.58E+12,Left
4212,22,45,1.58E+12,No
4213,4,96,1.58E+12,Fwd
4214,5,78,1.58E+12,Left
4215,22,61,1.58E+12,Stop
4216,4,90,1.58E+12,Fwd
4217,5,81,1.58E+12,Left
4218,4,93,1.58E+12,Fwd
4219,5,88,1.58E+12,Left
4220,22,46,1.58E+12,No
4221,22,46,1.58E+12,No
4222,22,44,1.58E+12,No
4223,4,83,1.58E+12,Fwd
4224,5,87,1.58E+12,Left
4225,22,56,1.58E+12,No
4226,22,57,1.58E+12,No
4227,4,83,1.58E+12,Fwd
4228,5,87,1.58E+12,Left
4229,4,87,1.58E+12,Fwd
4230,5,84,1.58E+12,Left
4231,4,100,1.58E+12,Fwd
4232,5,80,1.58E+12,Left
